Institution,Year,Sentence_Cleaned,Sentence_Number
120s_UniversityofRhodeIsland_IPPolicy,2013,Participation in the review of administrators including the electronic survey is an optional activity.,2776
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.90.13 Administrator Evaluation Committees shall be established within each administrative unit to prepare survey questions, collaborate with the AE Coordinator and the Faculty Senate Office to conduct the electronic survey, review survey results and faculty comments, and determine how the survey results and any conclusions are to be summarized and presented.",2777
120s_UniversityofRhodeIsland_IPPolicy,2013,"The work of these committees shall be completed before March 30 or by the reappointment decision deadline, whichever is earlier.",2778
120s_UniversityofRhodeIsland_IPPolicy,2013,See sections 5.76.10-5.76.12 for descriptions of Administrator Evaluation Committees.,2779
120s_UniversityofRhodeIsland_IPPolicy,2013,"10.90.14 The Administrator Evaluation Committee shall provide its written report to the administrator under review and meet with her/him to review the major findings, conclusions, and recommendations.",2780
120s_UniversityofRhodeIsland_IPPolicy,2013,The administrator has the option of providing a written response to the Administrator Evaluation Committee within 5 days of meeting with the Administrator Evaluation Committee.,2781
120s_UniversityofRhodeIsland_IPPolicy,2013,The Administrator Evaluation Committee shall subsequently provide its written report and any written response from the administrator to the administrator's supervisor.,2782
120s_UniversityofRhodeIsland_IPPolicy,2013,"Allowing the supervisor a review time not to exceed 14 days, the Administrator Evaluation Committee shall meet with the supervisor and verbally review its major findings, conclusions, and recommendations.",2783
120s_UniversityofRhodeIsland_IPPolicy,2013,All members of the constituent unit shall be notified by the Administrator Evaluation Committee that this meeting has taken place.,2784
120s_UniversityofRhodeIsland_IPPolicy,2013,"When the review is complete, a copy of the written report shall be provided to the AE Coordinator who will seal, mark confidential, and file the report in the Faculty Senate Office.",2785
120s_UniversityofRhodeIsland_IPPolicy,2013,"#07-08-4, #13-14-26 10.90.15 Verbal Reporting to Constituency.",2786
120s_UniversityofRhodeIsland_IPPolicy,2013,"The supervisor of the administrator being reviewed, in accordance with the organizational chart for the institution, shall deliver to the constituency for each administrator a verbal report on the evaluation results.",2787
120s_UniversityofRhodeIsland_IPPolicy,2013,"If the constituency is not affiliated with a single administrative unit but represents a university-wide constituency (all continuing faculty), or a group that crosses units (graduate faculty, faculty affiliated with University College, or faculty affiliated with ASFCCE), the verbal report will be presented at a meeting of the Faculty Senate immediately following the receipt of the written report of the Administrator Evaluation Committee.",2788
120s_UniversityofRhodeIsland_IPPolicy,2013,"#07-08-4, #13-14-26 127 10.90.16 Evaluation of the President.",2789
120s_UniversityofRhodeIsland_IPPolicy,2013,The evaluation of the President is similar to that of all other administrators.,2790
120s_UniversityofRhodeIsland_IPPolicy,2013,"However, the President's supervisor is the Rhode Island Board of Education.",2791
120s_UniversityofRhodeIsland_IPPolicy,2013,The President's evaluation report shall be provided only to the President.,2792
120s_UniversityofRhodeIsland_IPPolicy,2013,#13-14-26 10.90.17 The respective administrator evaluation committees shall ensure the confidentiality of the process for the faculty participating in the process as well as for the administrator being evaluated.,2793
120s_UniversityofRhodeIsland_IPPolicy,2013,"#07-08-4, #13-14-26 128 Chapter 11 - Procedures for Changing the Manual 11.10.10 Changes to the University Manual may be made through legislative action of the Faculty Senate and in accordance with the Constitution and By-laws of the Faculty Senate.",2794
120s_UniversityofRhodeIsland_IPPolicy,2013,Final action by the Senate on a proposal to change the Manual shall not be taken unless the proposal appears on the agenda for the meeting.,2795
120s_UniversityofRhodeIsland_IPPolicy,2013,A proposal which appears on the agenda may be amended from the floor and final action on the amended version may be taken at that meeting.,2796
120s_UniversityofRhodeIsland_IPPolicy,2013,#13-14-13 11.10.11 Changes to the University Manual may also be made by the President in those areas for which he or she has responsibility and authority.,2797
120s_UniversityofRhodeIsland_IPPolicy,2013,"#13-14-13 11.10.12 The Coordinator, Faculty Senate, shall be the editor of the University Manual; shall assist the Constitution, By-laws, and University Manual Committee with properly incorporating all changes; maintain an accurate current electronic copy of the University Manual on the Faculty Senate website; and maintain, on the Faculty Senate website, a page or pages with superseded University Manual, constitution, and by-laws sections, with indications when and how they were superseded.",2798
120s_UniversityofRhodeIsland_IPPolicy,2013,"#00-01-30, #13-14-13 11.10.13 University Manual changes based on Faculty Senate action.",2799
120s_UniversityofRhodeIsland_IPPolicy,2013,"Following necessary approval of Senate action, University Manual changes shall be submitted to the Chair of the Constitution, By-Laws and University Manual Committee for editorial review, to ensure that they are consistent with the style, format, and arrangement of the University Manual (By-laws of the Faculty Senate, Section 4.25).",2800
120s_UniversityofRhodeIsland_IPPolicy,2013,"Following that review, the Coordinator, Faculty Senate, shall incorporate them into the electronic copy of the University Manual.",2801
120s_UniversityofRhodeIsland_IPPolicy,2013,#13-14-13 11.10.14 University Manual changes based on presidential action.,2802
120s_UniversityofRhodeIsland_IPPolicy,2013,University administrators shall make themselves aware of University Manual passages concerning the units for which they are responsible.,2803
120s_UniversityofRhodeIsland_IPPolicy,2013,"Whenever there are changes with respect to their units making modifications of Manual passages necessary, the appropriate administrator shall amend them and submit them to the President for review.",2804
120s_UniversityofRhodeIsland_IPPolicy,2013,"The President may appoint a person to assist him or her with that review, but no administrative changes may be incorporated into the Manual without the President having signed off on them.",2805
120s_UniversityofRhodeIsland_IPPolicy,2013,"When the President approves of a change, it shall be submitted to the Constitution, By-laws and University Manual Committee for incorporation into the Manual.",2806
